File name                     Graph size  Result
graph_650_0.6_6.txt           650         727       found     
graph_75_0.4_3.txt            75          18        found     
graph_812_0.8_9.txt           812         3841      found     
graph_930_0.6_1.txt           930         2473      found     
graph_321_0.8_1.txt           321         179       found     
graph_559_0.8_4.txt           559         1013      found     
graph_393_0.8_3.txt           393         318       found     
graph_760_0.8_2.txt           760         2487      found     
graph_807_0.6_7.txt           807         1330      found     
graph_992_0.4_0.txt           992         1102      found     
graph_524_0.4_3.txt           524         236       found     
graph_537_0.2_0.txt           537         144       found     
graph_504_0.8_5.txt           504         1122      found     
graph_558_0.6_9.txt           558         511       found     
graph_675_0.6_1.txt           675         773       found     
graph_367_0.4_6.txt           367         111       found     
graph_238_0.8_6.txt           238         121       found     
graph_56_0.6_8.txt            56          9         found     
graph_180_0.4_4.txt           180         32        found     
graph_58_1_0.txt              58          200       not found 
graph_593_0.2_5.txt           593         69        found     
graph_463_0.8_4.txt           463         602       found     
graph_889_0.4_7.txt           889         747       found     
graph_673_0.4_9.txt           673         261       found     
graph_69_0.4_0.txt            69          8         found     
graph_300_0.4_7.txt           300         84        found     
graph_53_0.2_0.txt            53          3         found     
graph_798_0.6_2.txt           798         1030      found     
graph_713_0.6_8.txt           713         1420      found     
graph_450_0.6_1.txt           450         263       found     
graph_8_0.6_5.txt             8           2         found     
graph_699_0.8_6.txt           699         2291      found     
graph_948_0.6_3.txt           948         2352      found     
graph_238_0.6_7.txt           238         75        found     
graph_592_0.2_8.txt           592         85        found     
graph_386_0.6_8.txt           386         169       found     
graph_876_0.6_2.txt           876         1875      found     
graph_777_0.2_9.txt           777         105       found     
graph_324_0.2_4.txt           324         64        found     
graph_598_0.4_1.txt           598         258       found     
graph_551_0.4_9.txt           551         228       found     
graph_373_0.4_4.txt           373         95        found     
graph_620_0.8_0.txt           620         1298      found     
graph_716_0.8_0.txt           716         2628      found     
graph_570_0.8_5.txt           570         1441      found     
graph_712_0.6_2.txt           712         745       found     
graph_743_0.6_2.txt           743         925       found     
graph_779_0.2_9.txt           779         133       found     
graph_814_0.2_0.txt           814         124       found     
graph_397_0.2_0.txt           397         87        found     
graph_544_0.2_8.txt           544         87        found     
graph_283_0.6_7.txt           283         108       found     
graph_226_0.4_8.txt           226         51        found     
graph_892_0.2_7.txt           892         153       found     
